brand,current_price,old_price,discount,description,ratings,times_reviewed,rom,ram,battery,camera,sim port,screen_dim,android_ver
Huawei,76960,100048,-23,"Honor 8X 4G Phablet 6.5 Inch (4GB RAM 64GB ROM),  Android 8.1 5000mAh  -BLACK",4.0,1,64.0,4.0,5000.0,13.0,Dual SIM,6.5,8.1
Itel,30499,32500,-6,"P32 5.5-Inch (1GB,16GB RAM) Dual Rear Camera (5MP + 5MP) + 5MP Dual SIM 4000mAh - Ice Blue",5.0,1,16.0,1.0,4000.0,5.0,Dual SIM,5.5,8.1
LG,89000,0,0,G6 VS988 Snapdragon 821 Dual Rear Camera 5.7'' 4GB+32GB+64GB  LTE 4G Single SIM - Black 64GB,5.0,1,32.0,4.0,4000.0,13.0,Single SIM,5.7,8.1
Itel,20650,23000,-10,"A33 5-Inch (16GB ROM,1GB RAM) Android 8.1 Oreo Go, 5MP + 2MP Fingerprint ID 3G Smartphone - Gradation Red",4.0,1,16.0,1.0,4000.0,5.0,Dual SIM,5.0,8.1
Leagoo,19900,26999,-26,"KIICAA POWER 5.0 Inch (2GB,16GB ROM) Android 7.0 Nougat, 4000mAh- Champagne Gold",3.95,121,16.0,2.0,4000.0,13.0,Dual SIM,5.0,7.0
Tecno,75000,0,0,"POP 2 Power (B1P) 5.5"" Android 8.1, 4000mAh Battery, 16GB ROM+1GB RAM, 8+5MP Beauty Camera, Fingerprint, Face ID - City Blue",4.35,131,16.0,1.0,4000.0,5.0,Dual SIM,5.5,8.1
Doogee,158399,213550,-26,"S95 Pro Rugged Phone 8GB+128GB, 6.3 Inch Android 9.0 5150mAh Battery - Black",1.0,1,128.0,8.0,5150.0,13.0,Dual SIM,6.3,9.0
Samsung,295000,0,0,"Galaxy Note 10, 6.3-Inch (8GB RAM, 256GB ROM), (12MP + 12MP + 16MP) Dual SIM - Aura Glow",4.0,1,256.0,8.0,4000.0,12.0,Dual SIM,6.3,8.1
Samsung,144999,0,0,Galaxy S8 Dual Sim - 64GB ROM/4GB RAM 5.8-Inch 12MP+8MP Android 7.0 Nougat - Coral Blue,2.0,1,64.0,4.0,4000.0,12.0,Dual Sim,5.8,7.0
Nokia,44500,0,0,"2.3 Screen Size 6.2"" 2GB RAM 32GB ROM 4000mAh Battery Dual Nano SIM - Cyan Green",4.85,6,32.0,2.0,4000.0,13.0,Nano SIM,6.2,8.1
Nokia,90000,0,0,"Nokia 6.2, 6.3-Inch FHD+ (4GB RAM, 64GB ROM) Android 9.0, (16MP + 8MP + 5MP) + 8MP, Dual SIM 4G Smartphone - Ice",5.0,1,64.0,4.0,4000.0,16.0,Dual SIM,6.3,9.0
Samsung,237900,250000,-5,"Galaxy Note 9 - (6GB+128GB)-6.4""- Android 8.1, (12MP+12MP), S-Pen With Remote Control, Dual Sim, LTE",5.0,1,128.0,6.0,4000.0,12.0,Dual Sim,6.4,8.1
Letv,33629,47082,-29,Le X526 4G Phablet 5.5 Inch Android 6.0 Octa Core 3GB RAM 64GB ROM -Gold,4.3,11,64.0,3.0,4000.0,13.0,Dual SIM,5.5,6.0
Gionee,99000,0,0,"S10 5.5” FHD  (6GB,64GB) Android 7.1, 20MP+16MP Dual SIM 4G LTE Smartphone 3,450mAh - Green",1.0,1,64.0,6.0,3450.0,20.0,Dual SIM,5.8,7.1
Samsung,99999,180000,-44,Galaxy S8 Edge 5.8'' QHD(4GB+64GB) 12MP+8MP Smartphone-Silver,3.9,8,64.0,4.0,4000.0,12.0,Dual SIM,5.8,8.1
LG,51000,0,0,"G4 H815 Cellphone 5.5"" Hexa Core 3GB+32GB Android 16.0MP 4G LTE  Single SIM - Black",4.0,1,32.0,3.0,4000.0,16.0,Single SIM,5.5,16.0
Doogee,70000,100000,-30,S60 Lite Triple Proofing Phone (4GB RAM + 32GB ROM) 5.2 Inch Android 7.0 4G Smartphone - Sliver,5.0,1,32.0,4.0,4000.0,13.0,Dual SIM,5.2,7.0
Huawei,250000,0,0,"Y9 (2019) 6.5"" (64GB+ 4GB Ram) Android 8.1 Oreo, (16MP + 2MP)+(13MP + 2MP) 4000 MAh -Midnight Black",4.7,96,64.0,4.0,4000.0,16.0,Dual SIM,6.5,8.1
Samsung,130000,140000,-7,"Samsung Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) 12MP + 8MP 4G LTE Smartphone ( 2 Sim ) DUAL Sim - Royal Blue",5.0,1,64.0,4.0,4000.0,12.0,2 Sim,5.8,8.1
Samsung,300000,370000,-19,"Galaxy Note9 (6.4"") 128GB/6GB ROM Android 8.1 Nougat.12MP Camera Midnight Black",5.0,1,128.0,6.0,4000.0,12.0,Dual SIM,6.4,8.1
Gionee,48000,50000,-4,"S8s Black - 5.86' (32GB ROM, 3GB), 13MP Camera, 4G LTE Smartphone With 15 Months Warranty-  Black",3.9,68,32.0,3.0,4000.0,13.0,Dual SIM,5.86,8.1
Samsung,270000,280000,-4,"Galaxy S10 6.1-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, 12MP + 12MP + 16MP Dual SIM 4G Fingerprint - Prism Green",5.0,1,128.0,8.0,4000.0,12.0,Dual SIM,6.1,9.0
Nokia,9000,19000,-53,215 Lumia 1520 Mobile Cellphone Dual SIM Card Quad Core 2GB RAM 32GB ROM 2.0MP GPS  Phone,1.0,1,32.0,2.0,4000.0,2.0,Dual SIM,5.8,8.1
Lenovo,54999,58400,-6,K5 Pro 6GB RAM+64GB ROM Dual SIM K5Pro 4G SmartPhone_Black,4.0,1,64.0,6.0,4000.0,13.0,Dual SIM,5.8,8.1
Honor,39590,86000,-54,9I 5.84'' 4GB 64GB Android 8.0 Cellphone Kirin 659 Octa Core Dual Rear Cameras 13.0MP+20.MP Fingerprint,5.0,1,64.0,4.0,4000.0,13.0,Dual SIM,5.84,8.0
XIAOMI,86589,89900,-4,"Xiaomi Redmi Note 8 4GB+64GB 6.3"" 48MP Quad Camera Snapdragon 665 Octa Core Dual SIM 18W QC 4000mAh Global Rom-Black",5.0,2,64.0,4.0,4000.0,48.0,Dual SIM,6.3,8.1
Gionee,89990,0,0,S11 Lite 5.7-inch 4GB+32GB Full-Screen Dual-Camera Qualcomm 8-Core 4G Smartphone- Gold,5.0,1,32.0,4.0,4000.0,13.0,Dual SIM,5.7,8.1
Samsung,350000,400000,-13,"Galaxy S10 Plus (S10+) 6.4-Inch AMOLED (8GB, 128GB ROM) Android 9.0 Pie, (12MP + 12MP + 16MP)+(10MP+8MP) Dual SIM 4G Smartphone - Prism Black",4.45,212,128.0,8.0,4000.0,12.0,Dual SIM,6.4,9.0
XIAOMI,23499,36699,-36,Redmi Note 3 Used 2GB RAM+16GB ROM 4G LTE 90% New Used Smartphone 5.5 Inch Screen Face Detection-Grey,4.0,1,16.0,2.0,4000.0,13.0,Dual SIM,5.5,8.1
Lenovo,31050,85000,-63,K5 Play 3GB 32GB Face ID 5.7'' 18:9 Screen 3000mAh 13MP+2MP Android Mobile Phone,4.0,1,32.0,3.0,3000.0,13.0,Dual SIM,5.7,8.1
Blackview,163680,233829,-30,"BV9500 Pro Rugged Phone 6GB+128GB 10000mAh Battery 5.7"" Android 8.1 Smartphone - Black",4.8,5,128.0,6.0,10000.0,13.0,Dual SIM,5.7,8.1
Samsung,29660,41444,-28,5.5 Inch 3G MT6580A Chipset Dual SIM Card Dual Standby Phone For Android-gold,5.0,1,32.0,4.0,4000.0,13.0,Dual SIM,5.5,8.1
Gionee,76999,0,0,"M7 Power (4GB, 64GB ROM) 5000mAh, 13MP+8MP, OTG Android 7.1 Dual Sim 4G LTE - Black",4.0,1,64.0,4.0,5000.0,13.0,Dual Sim,5.8,7.1
XIAOMI,59900,89990,-33, Redmi Note 7 6GB 64GB Smartphone Snapdragon 660 Octa Core 4000mAh 48+13MP,4.0,1,64.0,6.0,4000.0,13.0,Dual SIM,5.8,8.1
Letv,110700,154900,-29,LeTv LeEco Cool S1 5.5 Inch FHD Dual 13MP CAM Touch ID 4060mAh Smartphone-gold,5.0,1,32.0,4.0,4060.0,13.0,Dual SIM,5.5,8.1
Huawei,120891,155690,-22,"Honor 8X 6GB+128GB 6.5"" 20MP+2MP AI Dual Cameras Kirin 710 Octa Core Fingerprint Unlock Dual SIM Dual Standby 3750mAh-Blue",4.0,1,128.0,6.0,3750.0,20.0,Dual SIM,6.5,8.1
Lenovo,46990,61999,-24,K5 Pro 4050mAh 4GB+64GB Four Cameras 5.99inch Mobile Phone Snapdragon636 Octa Core 4G LTE,4.1,20,64.0,4.0,4050.0,13.0,Dual SIM,5.99,8.1
XIAOMI,62000,0,0,"Mi Redmi 6A 4G 5.45"" 2GB RAM 16GB ROM Android 8.1 3000mAh - BLACK",4.0,1,16.0,2.0,3000.0,13.0,Dual SIM,5.45,8.1
Huawei,39500,59500,-34,P8 4G LTE Mobile Phone Android 5.0 Kirin 935 IPS 1920X1080 3GB RAM 16GB ROM -Gold,5.0,1,16.0,3.0,4000.0,13.0,Dual SIM,5.8,5.0
Elephone,38990,100000,-61,A6 Mini 5.71 Inch Waterdrop Screen Mobile Phone Android 9.0 HD+ 4GB RAM 64GB 16MP 3180mah 4G Smartphone,4.0,3,64.0,4.0,3180.0,16.0,Dual SIM,5.71,9.0
Sony,45900,62900,-27,"Xperia Z5 Compact E5823 2GB+32GB Android Quad-Core 4.6"" 23.0MP GSM Refurbished Mobile Phone(Black)",4.0,1,32.0,2.0,4000.0,23.0,Dual SIM,4.6,8.1
Gionee,50400,0,0,S8s 5.86-Inch (32GB ROM + 3GB RAM) 4G LTE Selfie 3000mAh Smartphone - Gold,4.5,2,32.0,3.0,3000.0,13.0,Dual SIM,5.86,8.1
XIAOMI,86940,173880,-50,MI (Mi) Redmi Note5 4GB RAM +64GB ROM 5.99Inch AI Android MIUI Dual SIM 4G Smartphone-Rose Gold,4.7,12,64.0,4.0,4000.0,13.0,Dual SIM,5.99,8.1
LG,29999,52745,-43,Smart Phone， LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-Black,5.0,2,32.0,3.0,4000.0,16.0,Dual SIM,5.5,8.1
Letv Leeco,54990,94195,-42,Letv LeTV LeEco Le 2 X520 5.5'' (3GB+64GB ROM) Snapdragon 652 1.8GHz Octa Core 4G Smartphone,4.5,2,64.0,3.0,4000.0,13.0,Dual SIM,5.5,8.1
LG,89900,0,0,"G6 5.7"" (4GB , 64GB) Android 7 , 13MP, 4G Single SIM - Blue",4.5,2,64.0,4.0,4000.0,13.0,Single SIM,5.7,7.0
Sharp,65000,0,0,Global Version R1S 5.5 Inch HD IPS MTK6750 Octa Core 3GB RAM 32GB ROM -Gold,4.45,12,32.0,3.0,4000.0,13.0,Dual SIM,5.5,8.1
Cubot,29180,37934,-23,"R9 - 3G Phablet - 5.0"" 13MP+5MP With Front Flash (2GB, 16GB ROM) Android 7.0 Fingerprint - Blue",3.5,2,16.0,2.0,4000.0,13.0,Dual SIM,5.0,7.0
LG,26500,60000,-56,Android Smartphone LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-leather Browm,3.0,1,32.0,3.0,4000.0,16.0,Dual SIM,5.5,8.1
Oppo,89000,0,0,A57 5.2 Inch 3GB 32GB (Expandable Up To 256GB) Android 6.0 Qualcomm Octa-core Black,4.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.2,6.0
Letv,42490,50988,-17,Le X526 4G Phablet 5.5 Inch Android 6.0 Snapdragon 652 Octa Core 1.8GHz 3GB RAM 64GB ROM-Gold,5.0,3,64.0,3.0,4000.0,13.0,Dual SIM,5.5,6.0
XIAOMI,51990,0,0,"Redmi Note 3 5.5-Inch (2GB,16GB ROM), 16MP + 5MP Dual SIM 4G Smartphone - Golden",3.5,4,16.0,2.0,4000.0,16.0,Dual SIM,5.5,8.1
Samsung,160000,0,0,"Galaxy S8 5.8-Inch QHD (4GB,64GB ROM) Android 7.0 Nougat, 12MP + 8MP Dual SIM LTE - Maple Gold",5.0,1,64.0,4.0,4000.0,12.0,Dual SIM,5.8,7.0
Samsung,250000,0,0,Samsung Galaxy S9 Plus Black,1.25,4,32.0,4.0,4000.0,13.0,Dual SIM,5.8,8.1
Nokia,6500,9000,-28,2700C 2700 Classic Mobile Phone GSM 2MP FM Mp3 Player Cheap Phone Free Shippping,5.0,1,32.0,4.0,4000.0,2.0,Dual SIM,5.8,8.1
Gionee,99000,0,0,"M6 Plus 6” FHD  (4GB,64GB) Android , 16MP+8MP Dual SIM 4G LTE Smartphone 6,020mAh - Gold",4.0,1,64.0,4.0,6020.0,16.0,Dual SIM,5.8,8.1
Gionee,99990,0,0,M6 5.5'HD 4G RAM+64G ROM 13MP 8MP Camera 5000mAh Battery Android OS 4G Smartphone,1.0,1,32.0,4.0,5000.0,13.0,Dual SIM,5.5,8.1
Sharp,42000,0,0,R1 5.2 Inch HD 2.5D Curved Glass 3GB RAM 32GB ROM 13MP+8MP Android 7.0 4G Smartphone 4000mAh,4.7,3,32.0,3.0,4000.0,13.0,Dual SIM,5.2,7.0
Nokia,89999,0,0,X5 5.86 Inch HD+ 4GB RAM 64GB ROM 13MP + 8MP Android 8.1 4G LTE Smartphone Dual Sim  - Black,4.6,5,64.0,4.0,4000.0,13.0,Dual Sim,5.86,8.1
Samsung,8710,12443,-30,"KUH T3 Rugged Phone, 2.4 Inch, Waterproof Dustproof Shockproof, 2400mAh Battery - Black",5.0,1,32.0,4.0,2400.0,13.0,Dual SIM,2.4,8.1
Sony,42500,68167,-38,Xperia Z5 E6653 Single SIM Phone 3GB 32GB GSM WCDMA 4G LTE Octa Core 5.2 Inch 23MP Camera Smartphone(Gold),1.0,1,32.0,3.0,4000.0,23.0,Single SIM,5.2,8.1
Gionee,89900,0,0,"S10 5.5” FHD  (6GB,64GB) Android 7.1, 20MP+16MP Dual SIM 4G LTE Smartphone 3,450mAh - Gold",4.0,1,64.0,6.0,3450.0,20.0,Dual SIM,5.8,7.1
LG,89900,0,0,"G6 5.7"" (4GB , 64GB) 4G Single SIM ,Android 7 , 13MP - Black",4.4,8,64.0,4.0,4000.0,13.0,Single SIM,5.7,7.0
Huawei,69000,0,0,Honor 7A 2GB 32GB 4G LTE Mobilephone Face ID 5.7inch 13MP 3000mAh Android Smartphone-Black,3.0,1,32.0,2.0,3000.0,13.0,Dual SIM,5.7,8.1
Tecno,75399,90000,-16,"Camon 12 PRO (CC9) 6.4-Inch HD (6GB RAM, 64GB ROM) Android™ 9 Pie, (16MP+8MP+2MP)+32MP, Dual SIM 4G LTE Smartphone- Dawn Blue",4.5,2,64.0,6.0,4000.0,16.0,Dual SIM,6.4,8.1
Vernee,27100,32500,-17,4G Smartphone Android 7.0 5.2 Inch MTK6750 Octa Core 1.5GHz 4GB RAM 64GB ROM,4.0,3,64.0,4.0,4000.0,13.0,Dual SIM,5.2,7.0
LG,69999,0,0,G5 H820 5.3'' 4GB+32GB Snapdragon Quad Core 16.0MP LTE IPS 1080P Single SIM - Gold,4.0,1,32.0,4.0,4000.0,16.0,Single SIM,5.3,8.1
Lenovo,35999,47242,-24,A5s 4G 5.45 Inch (2GB RAM 16GB ROM) 3000mAh Battery Android P-BLACK,4.0,1,16.0,2.0,3000.0,13.0,Dual SIM,5.45,8.1
Leagoo,68000,0,0,POWER 2 Pro 2GB+16GB Dual Back Cameras 4000mAh Battery 5.2 Inch Android 8.1 4G Smartphone,4.0,1,16.0,2.0,4000.0,13.0,Dual SIM,5.2,8.1
Alcatel,49900,52000,-4,"Pop 4 - 5 Inch, 4G LTE Android Smartphone",5.0,1,32.0,4.0,4000.0,13.0,Dual SIM,5.0,8.1
Htc,85000,0,0,Desire  826W 5.5 Inch FHD Cell Phone Snapdragon 615 Quad Core 3GB 32GB Smartphone-White,5.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.5,8.1
Nokia,10800,19000,-43,C5-00 5MP Warm Grey Quadband-Handy Cell Phone GSM 3G 3MP FM GPS Bluetooth,4.0,2,32.0,4.0,4000.0,5.0,Dual SIM,5.8,8.1
Htc,105000,0,0,"U Ultra Dual Sim 5.7"" (4GB. 64GB) - 12MP Camera - Ice White",4.0,1,64.0,4.0,4000.0,12.0,Dual Sim,5.7,8.1
Huawei,68999,113899,-39,"Smartwatch，Y7 Pro (2019) 6.26-Inch(3GB, 32GB ROM) Android 8.1 Oreo (13MP + 2MP)+16MP Dual SIM 4G Smartphone-Blue",3.7,3,32.0,3.0,4000.0,13.0,Dual SIM,6.26,8.1
Oppo,79073,88000,-10,"Realme Q 4GB+64GB 6.3"" 48MP Quad Cameras Snapdragon 712 Octa Core 20W QC VOOC 3.0 4035mAh-Blue",5.0,1,64.0,4.0,4035.0,48.0,Dual SIM,6.3,8.1
XIAOMI,85398,91899,-7,"Xiaomi Redmi Note 7 6GB+64GB ROM 6.3"" Octa Core 48MP+5MP 13MP Face&Fingerprint ID Quick Charge 4000mAh-White",5.0,1,64.0,6.0,4000.0,48.0,Dual SIM,6.3,8.1
Blackview,139000,216914,-36,"BV9600 Pro 6GB+128GB 5580mAh Battery 6.21"" Android 8.1 4G Smartphone",3.0,1,128.0,6.0,5580.0,13.0,Dual SIM,6.21,8.1
Huawei,54000,0,0,"Y6 Prime (2019) 6.09-Inch HD+ DewDrop (2GB RAM, 32GB ROM) Android 9.0 Pie, 13MP + 8MP Dual SIM 4G LTE Smartphone - Sapphire Blue ",2.8,4,32.0,2.0,4000.0,13.0,Dual SIM,6.09,9.0
Nokia,130000,0,0,"Nokia 7.2, 6.3-Inch LCD (6GB RAM, 128GB ROM) Android 9.0, (48MP + 8MP + 5MP)+20MP, Dual SIM 4G Smartphone - Cyan Green",4.0,1,128.0,6.0,4000.0,48.0,Dual SIM,6.3,9.0
Samsung,530000,0,0,Galaxy S20 Ultra 6.9-Inch (12GB 128GB ROM) Android 10.0 (108MP + 48MP + 12MP + 0.3MP)+(40MP) Dual SIM 4G - Cosmic Black,5.0,1,128.0,12.0,4000.0,108.0,Dual SIM,6.9,10.0
Samsung,69999,0,0,"Galaxy M20 6.3-Inch Infinity FHD+ (3GB, 32GB ROM)  Android 8.1 (Oreo); Experience 9.5 (13MP + 5MP) + 8MP Dual SIM 4G Fingerprint & Face ID Smartphone - Charcoal Black",4.3,56,32.0,3.0,4000.0,13.0,Dual SIM,6.3,8.1
Huawei,82999,85999,-3,Enjoy 8e Dual Rear Camera 5.7 Inch 3GB RAM 32GB ROM Snapdragon 430 Octa Core 4G Smartphone,2.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.7,8.1
Samsung,75000,200000,-63,Galaxy Note 5 (Single SIM) 4GB+32GB ROM 5.7'' Screen - Blue,2.0,1,32.0,4.0,4000.0,13.0,Single SIM,5.7,8.1
Sony,31544,52573,-40,"Sony Xperia L1 5.5 Inch Dual 4G Smartphone With 2GB RAM 16GB ROM, 13MP Rear Camera - EU Plug",5.0,1,16.0,2.0,4000.0,13.0,Dual SIM,5.5,8.1
Gionee,139999,0,0,"M6 (GN8003) 5.5-Inch HD (4GB,64GB ROM) Android 6.0 Marshmallow, 13MP + 8MP Dual SIM 4G Smartphone - Mocha Gold",4.0,1,64.0,4.0,4000.0,13.0,Dual SIM,5.5,6.0
Oukitel,42328,0,0,"OUKITEL C15 Pro - 4G - 6.088"" - (2GB RAM + 16GB ROM) - Android 9.0 Pie - 3 Camera - Fingerprint Sensor - 3200mAh - BLACK",3.0,2,16.0,2.0,3200.0,13.0,Dual SIM,6.088,9.0
Doogee,59460,103071,-42,S60 Lite 4GB+32GB 5580mAh Battery 5.2 Inch Android 7.0 MTK6750T Octa Core Up To 1.5GHz 4G(Black),5.0,1,32.0,4.0,5580.0,13.0,Dual SIM,5.2,7.0
Huawei,60799,78999,-23,Huawei Y7 Prime 2018 Enjoy 8 3GB RAM 32GB ROM 5.99''Octa Core 1440*720P 3000mAh Dual Rear Camera,1.0,1,32.0,3.0,3000.0,13.0,Dual SIM,5.99,8.1
Tecno,21000,25000,-16,"F1 5-Inch (1GB, 8GB ROM) Android 8 Oreo (Go Edition), 5MP + 2MP Dual SIM 3G Smartphone - Dark Blue",4.0,2,8.0,1.0,4000.0,5.0,Dual SIM,5.0,8.0
Leeco,42990,47760,-10,Le Pro3 Elite 5.5 Inch Android 6.0 4G Phablet Snapdragon 820 Quad Core 4GB RAM 32GB ROM 8MP + 16MP Cameras-Gold,5.0,1,32.0,4.0,4000.0,8.0,Dual SIM,5.5,6.0
Oppo,95629,102600,-7,"Realme Q 6GB+64GB 6.3"" 48MP Quad Cameras Snapdragon 712 Octa Core 20W QC VOOC 3.0 4035mAh-Green",4.85,6,64.0,6.0,4035.0,48.0,Dual SIM,6.3,8.1
XIAOMI,97000,0,0,"Redmi Note 4 5.5-Inch HD (4GB,64GB ROM) Android 6.0 Marshmallow, 13MP + 5MP Dual SIM 4G Smartphone - Black",5.0,2,64.0,4.0,4000.0,13.0,Dual SIM,5.5,6.0
Huawei,101835,136240,-25,"Honor 8X Max 6GB+64GB 7.12"" Dual Camera Snapdragon 660 Octa Core Fingerprint Unlock Dual SIM 18W QC 5000mAh-Black",5.0,1,64.0,6.0,5000.0,13.0,Dual SIM,7.12,8.1
Nokia,10800,19000,-43,C5 C5-00 Mobile Phone 3MP/5MP Camera 3G GPS Bluetooth FM C5-00 Cell Phone Cheap Phone Frees Shipping,5.0,1,32.0,4.0,4000.0,3.0,Dual SIM,5.8,8.1
Nokia,9000,19000,-53,"215 ASHA 2.4"" 2MP CAMERA Bluetooth Dual SIM Keyboard Mobile Phone- Black",4.0,1,32.0,4.0,4000.0,2.0,Dual SIM,2.4,8.1
Lenovo,54999,88430,-38,S5 Pro L58041 6GB RAM 64GB ROM Rear Camera 20.0MP+12.0MP SDM636 Octa-Core 1.8GHz  Phone-BLACK,5.0,1,64.0,6.0,4000.0,20.0,Dual SIM,5.8,8.1
Kismo,6500,0,0,"Kismo T660- FOUR SIM, Slim Metallic Design ,16mb ROM+8mb RAM With Big Battery - Black",1.0,1,32.0,4.0,4000.0,13.0,FOUR SIM,5.8,8.1
Lenovo,51910,0,0,Lenovo K5 K350t 5.7'' Mobile Phone 3GB RAM 32GB ROM MT6750 Octa-core Smartphone,4.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.7,8.1
Fero,35100,0,0,"Royale A1 5.0-Inch (1GB, 8GB ROM) Android 6.0 Marshmallow, 8MP + 5MP Dual SIM 3G Smartphone",2.5,2,8.0,1.0,4000.0,8.0,Dual SIM,5.0,6.0
Arashi,96999,97000,-1,"Global Version Xiaomi Redmi Note 5 4GB 64GB Cellphone Snapdragon S636 Octa Core 4000mAh 5.99"" 12.0MP+5.0MP",4.0,2,64.0,4.0,4000.0,12.0,Dual SIM,5.99,8.1
XIAOMI,100000,0,0,"Note 8 Pro, 6.53 Inch, 6GB RAM 64GB ROM, 64MP + 8MP + 2MP +2MP, Android 9.0, Battery 4500mAh. Mineral Grey",4.0,1,64.0,6.0,4500.0,64.0,Dual SIM,6.53,9.0
Samsung,125000,0,0,"Galaxy A9 6.3-Inch Full HD+ SAMOLED (6GB, 128GB ROM) Android 8.0 Oreo, 24MP + 24MP Dual SIM 4G - Black",5.0,1,128.0,6.0,4000.0,24.0,Dual SIM,6.3,8.0
Gionee,99900,0,0,"M7P (4GB, 64GB ROM) 5000mAh, 13MP Android 7.1 Dual Sim 4G  - Black",4.8,5,64.0,4.0,5000.0,13.0,Dual Sim,5.8,7.1
Itel,25000,0,0,"A32F 5"" Screen, Android 8.1, 8GB ROM+1GB RAM, 5MP + 2MP Camera, Fingerprint, Dual SIM Smartphone - Gold And Free Case",5.0,1,8.0,1.0,4000.0,5.0,Dual SIM,5.8,8.1
XIAOMI,56780,0,0,Redmi 4X 3+32GB Smartphone 5.0' 13MP Camera Fingerprint ID Pink,4.0,1,32.0,4.0,4000.0,13.0,Dual SIM,5.0,8.1
Asus,92840,132629,-30,"ZenFone Max Pro ZB602KL, 6GB+64GB, Global Official Version, 6.0 Inch Android 8.1 Oreo 4G Smartphone (Silver + Grey)",4.0,1,64.0,6.0,4000.0,13.0,Dual SIM,6.0,8.1
Samsung,69999,0,0,"Galaxy M20 6.3-Inch Infinity FHD+ (3GB, 32GB ROM)  Android 8.1 (Oreo); Experience 9.5 (13MP + 5MP) + 8MP Dual SIM 4G Fingerprint & Face ID Smartphone - Ocean Blue",4.7,12,32.0,3.0,4000.0,13.0,Dual SIM,6.3,8.1
XIAOMI,79999,0,0,"Redmi Note 7 6.3-Inch (4GB RAM, 64GB ROM) Android 9.0 (Pie) (48MP + 5MP) + 13MP 4G Face & Fingerprint ID - Neptune Blue",5.0,5,64.0,4.0,4000.0,48.0,Dual SIM,6.3,9.0
Samsung,145000,0,0,"Galaxy A51 6.5-Inch (6GB,128GB ROM) Android10.0, (48MP +12MP + 5MP + 5MP) + 32MP Dual SIM - Prism Crush Pink",5.0,3,128.0,6.0,4000.0,48.0,Dual SIM,6.5,8.1
Partner,59000,0,0,PS2 5.5 Inch FHD 3GB 16GB 20MP+13MP 3500mAh Smartphone - Black,2.5,2,16.0,3.0,3500.0,20.0,Dual SIM,5.5,8.1
Blackview,69800,99714,-30,BV6100 3GB+16GB 5580mAh Battery 6.8” Android 9.0 4G OTG NFC Smartphone - Silver,4.0,1,16.0,3.0,5580.0,13.0,Dual SIM,5.8,9.0
Lenovo,99999,0,0,K5 Pro 5.99 HD（6GB+64GB）4050mAh Four Cameras Mobile Phone 4G LTE Smartphone - BLACK,5.0,1,64.0,6.0,4050.0,13.0,Dual SIM,5.8,8.1
Itel,31990,32000,-1,"S15 6.1"" HD+ 16MP AI Front Camera, 1GB RAM + 16GB ROM, Android 9, Face ID & Fingerprint, 3000mAh - Red + Free 32GB Card",4.5,10,16.0,1.0,3000.0,16.0,Dual SIM,6.1,9.0
XIAOMI,51990,0,0,"Redmi Note 3 5.5-Inch (2GB,16GB ROM), 16MP + 5MP Dual SIM 4G Smartphone - Black",4.0,1,16.0,2.0,4000.0,16.0,Dual SIM,5.5,8.1
Oppo,89000,0,0,OPPO A57 5.2 Inch 3GB 32GB (Expandable Up To 256GB) Android 6.0 Qualcomm Octa-core Pink,5.0,1,32.0,3.0,4000.0,13.0,Dual SIM,5.2,6.0
Lenovo,46990,61999,-24,"K5 Pro 4050mAH 4GB RAM+64GB ROM,5.99inch Mobile Phone Snapdragon636 Octa Core 4G LTE Smartphone-black",4.6,7,64.0,4.0,4050.0,13.0,Dual SIM,5.99,8.1
Gionee,69900,0,0,"M7 (6GB, 64GB ROM) 4000mAh, 16MP Android 7.1 Dual Sim 4G  - Black",3.0,2,64.0,6.0,4000.0,16.0,Dual Sim,5.8,7.1
Doogee,59460,101271,-41,S60 Lite 4GB+32GB 5580mAh Battery 5.2 Inch Android 7.0 MTK6750T Octa Core Up To 1.5GHz 4G(Silver),4.0,2,32.0,4.0,5580.0,13.0,Dual SIM,5.2,7.0
Gionee,36000,100000,-64,"S11 Lite 5.7-Inch HD 18:9 Full Screen Mobile Phone 4GB,32GB ROM Android 7.1  4G LTE Fingerprint ID Smartphone - Gold",4.2,6,32.0,4.0,4000.0,13.0,Dual SIM,5.7,7.1
Samsung,18840,26296,-28,O6 Android 6.0 1GB +8GB MT6572 Dual Core 5 Inch LCD 960*540 Mobile Phone - White,4.0,3,8.0,1.0,4000.0,13.0,Dual SIM,5.0,6.0
LG,34999,199999,-83,Smart Phone， LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-White,5.0,1,32.0,3.0,4000.0,16.0,Dual SIM,5.5,8.1
LG,89000,0,0,G6 VS988 Snapdragon 821 Dual Rear Camera 5.7'' 4GB+32GB+64GB  LTE 4G Single SIM - Blue 32GB,5.0,1,32.0,4.0,4000.0,13.0,Single SIM,5.7,8.1
